id	text	watermark
2130	The thousands of Kerbal lives at the heart of our country’s space program.	SAVVY
2131	\"A doctor, their ex-wife, an aspiring criminal mastermind, a chainsaw massacre, a whalewitch, and their submarine baby.\"	SAVVY
2132	Weird brain stuff.	SAVVY
2133	Turning into an alien tree.	SAVVY
2134	Rolling 2d6 + hot.	SAVVY
2135	Insight’s incurable innuendos.	SAVVY
2136	Hanging out on voice chat when you have work to do but want to be distracted.	SAVVY
2137	The one way-time machine of System Savvy voice chat.	SAVVY
2138	A full story arc collectively told through the medium of puns.	SAVVY
2139	A surprising lack of familiarity with the source material.	SAVVY
2140	Standing in the rain making potions for twelve hours.	SAVVY
2141	Fightamins.	SAVVY
2142	Wanting to go home.	SAVVY
2143	Failing the Turing test.	SAVVY
2144	Narrating mundane dialog while literally burning to death.	SAVVY
2145	D&DandMe.	SAVVY
2146	A silent charging elephant.	SAVVY
2147	Way too much seafloor.	SAVVY
2148	A grand and intoxicating innocence.	SAVVY
2149	Skippy churning ice cream during the break.	SAVVY
2150	Arbitrarily renaming the voice channels.	SAVVY
2151	Donating your body to magic.	SAVVY
2152	U.Cat accidentally stumbling upon the correct answer.	SAVVY
2153	Screaming and German flags everywhere.	SAVVY
2154	\"Unintended consequences, cane toads, British petroleum, and causal loop diagrams.\"	SAVVY
2155	Actually having two assassins.	SAVVY
2156	Almost making out with your clone.	SAVVY
2157	The Great Rebooking of 2020.	SAVVY
2158	Guessing which microphone Kaz is coming out of.	SAVVY
2159	dj keylee feat. based god pablo.	SAVVY
2160	A mummy fucking a shoggoth.	SAVVY
2161	Getting tucked in by your friends~	SAVVY
